date,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,total_delay,delay_ratio,cancel_ratio
2023-10-01,2023,10,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International",62,13,0,0,668.0,0.20967741935483872,0.0
2023-10-01,2023,10,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",51,7,0,0,403.0,0.13725490196078433,0.0
2023-10-01,2023,10,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",85,14,0,0,556.0,0.16470588235294117,0.0
2023-10-01,2023,10,MQ,Envoy Air,PSP,"Palm Springs, CA: Palm Springs International",20,1,0,0,28.0,0.05,0.0
2023-10-01,2023,10,MQ,Envoy Air,PVD,"Providence, RI: Rhode Island Tf Green International",49,9,0,0,309.0,0.1836734693877551,0.0
2023-10-01,2023,10,MQ,Envoy Air,PWM,"Portland, ME: Portland International Jetport",33,2,0,0,69.0,0.06060606060606061,0.0
2023-10-01,2023,10,MQ,Envoy Air,RAP,"Rapid City, SD: Rapid City Regional",66,13,1,1,666.0,0.19696969696969696,0.015151515151515152
2023-10-01,2023,10,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",146,24,0,0,1194.0,0.1643835616438356,0.0
2023-10-01,2023,10,MQ,Envoy Air,RIC,"Richmond, VA: Richmond International",18,2,0,0,70.0,0.1111111111111111,0.0
2023-10-01,2023,10,MQ,Envoy Air,RNO,"Reno, NV: Reno/Tahoe International",30,10,0,0,465.0,0.3333333333333333,0.0
2023-10-01,2023,10,MQ,Envoy Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",33,4,0,0,238.0,0.12121212121212122,0.0
2023-10-01,2023,10,MQ,Envoy Air,SAT,"San Antonio, TX: San Antonio International",1,1,0,0,60.0,1.0,0.0
2023-10-01,2023,10,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",113,13,0,0,769.0,0.11504424778761062,0.0
2023-10-01,2023,10,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",59,3,0,0,167.0,0.05084745762711865,0.0
2023-10-01,2023,10,MQ,Envoy Air,SEA,"Seattle, WA: Seattle/Tacoma International",31,6,0,0,175.0,0.1935483870967742,0.0
2023-10-01,2023,10,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",302,58,2,0,2745.0,0.19205298013245034,0.006622516556291391
2023-10-01,2023,10,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",4,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",58,8,0,0,673.0,0.13793103448275862,0.0
2023-10-01,2023,10,MQ,Envoy Air,SMF,"Sacramento, CA: Sacramento International",30,6,0,0,317.0,0.2,0.0
2023-10-01,2023,10,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",169,25,0,0,1076.0,0.14792899408284024,0.0
2023-10-01,2023,10,MQ,Envoy Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",62,4,0,1,80.0,0.06451612903225806,0.0
2023-10-01,2023,10,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",78,12,0,0,413.0,0.15384615384615385,0.0
2023-10-01,2023,10,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",178,35,2,0,1121.0,0.19662921348314608,0.011235955056179775
2023-10-01,2023,10,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",141,16,0,0,1343.0,0.11347517730496454,0.0
2023-10-01,2023,10,MQ,Envoy Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",62,5,0,0,288.0,0.08064516129032258,0.0
2023-10-01,2023,10,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",168,27,3,0,1239.0,0.16071428571428573,0.017857142857142856
2023-10-01,2023,10,MQ,Envoy Air,TUS,"Tucson, AZ: Tucson International",30,2,0,0,206.0,0.06666666666666667,0.0
2023-10-01,2023,10,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",27,12,0,0,404.0,0.4444444444444444,0.0
2023-10-01,2023,10,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",51,15,0,0,503.0,0.29411764705882354,0.0
2023-10-01,2023,10,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas National",490,77,5,0,3882.0,0.15714285714285714,0.01020408163265306
2023-10-01,2023,10,MQ,Envoy Air,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",3,1,0,0,30.0,0.3333333333333333,0.0
2023-10-01,2023,10,NK,Spirit Airlines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",41,11,0,0,489.0,0.2682926829268293,0.0
2023-10-01,2023,10,NK,Spirit Airlines,ACY,"Atlantic City, NJ: Atlantic City International",275,38,15,0,2740.0,0.13818181818181818,0.05454545454545454
2023-10-01,2023,10,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1065,185,16,0,11854.0,0.17370892018779344,0.015023474178403756
2023-10-01,2023,10,NK,Spirit Airlines,AUS,"Austin, TX: Austin - Bergstrom International",153,22,2,0,1323.0,0.1437908496732026,0.013071895424836602
2023-10-01,2023,10,NK,Spirit Airlines,BDL,"Hartford, CT: Bradley International",76,13,0,0,691.0,0.17105263157894737,0.0
2023-10-01,2023,10,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",324,85,8,0,4250.0,0.2623456790123457,0.024691358024691357
2023-10-01,2023,10,NK,Spirit Airlines,BOI,"Boise, ID: Boise Air Terminal",59,6,2,0,337.0,0.1016949152542373,0.03389830508474576
2023-10-01,2023,10,NK,Spirit Airlines,BOS,"Boston, MA: Logan International",448,125,4,0,6818.0,0.27901785714285715,0.008928571428571428
2023-10-01,2023,10,NK,Spirit Airlines,BQN,"Aguadilla, PR: Rafael Hernandez",46,18,0,0,636.0,0.391304347826087,0.0
2023-10-01,2023,10,NK,Spirit Airlines,BUR,"Burbank, CA: Bob Hope",98,22,0,0,1333.0,0.22448979591836735,0.0
2023-10-01,2023,10,NK,Spirit Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",514,87,11,1,5919.0,0.16926070038910507,0.021400778210116732
2023-10-01,2023,10,NK,Spirit Airlines,CHS,"Charleston, SC: Charleston AFB/International",118,16,2,0,869.0,0.13559322033898305,0.01694915254237288
2023-10-01,2023,10,NK,Spirit Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",330,49,2,2,2597.0,0.1484848484848485,0.006060606060606061
2023-10-01,2023,10,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",391,85,5,0,5273.0,0.21739130434782608,0.01278772378516624
2023-10-01,2023,10,NK,Spirit Airlines,CMH,"Columbus, OH: John Glenn Columbus International",182,23,1,0,1116.0,0.12637362637362637,0.005494505494505495
2023-10-01,2023,10,NK,Spirit Airlines,DEN,"Denver, CO: Denver International",124,34,2,0,1701.0,0.27419354838709675,0.016129032258064516
2023-10-01,2023,10,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",904,244,18,4,12909.0,0.26991150442477874,0.01991150442477876
2023-10-01,2023,10,NK,Spirit Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",1088,166,13,0,11044.0,0.15257352941176472,0.011948529411764705
2023-10-01,2023,10,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",857,81,10,2,4904.0,0.09451575262543757,0.011668611435239206
2023-10-01,2023,10,NK,Spirit Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2111,393,10,3,26427.0,0.1861676930364756,0.0047370914258645196
2023-10-01,2023,10,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",638,125,19,0,9492.0,0.19592476489028213,0.029780564263322883
2023-10-01,2023,10,NK,Spirit Airlines,IND,"Indianapolis, IN: Indianapolis International",202,38,6,0,2330.0,0.18811881188118812,0.0297029702970297
2023-10-01,2023,10,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",2677,547,29,1,29960.0,0.20433320881583864,0.010833022039596563
2023-10-01,2023,10,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",1112,207,12,0,13479.0,0.18615107913669066,0.01079136690647482
2023-10-01,2023,10,NK,Spirit Airlines,LBE,"Latrobe, PA: Arnold Palmer Regional",62,8,1,0,298.0,0.12903225806451613,0.016129032258064516
2023-10-01,2023,10,NK,Spirit Airlines,LGA,"New York, NY: LaGuardia",465,62,6,0,2976.0,0.13333333333333333,0.012903225806451613
2023-10-01,2023,10,NK,Spirit Airlines,MCI,"Kansas City, MO: Kansas City International",121,19,5,0,1227.0,0.15702479338842976,0.04132231404958678
2023-10-01,2023,10,NK,Spirit Airlines,MCO,"Orlando, FL: Orlando International",2500,464,72,0,27915.0,0.1856,0.0288
2023-10-01,2023,10,NK,Spirit Airlines,MEM,"Memphis, TN: Memphis International",91,16,3,0,669.0,0.17582417582417584,0.03296703296703297
2023-10-01,2023,10,NK,Spirit Airlines,MHT,"Manchester, NH: Manchester Boston Regional",29,3,0,0,117.0,0.10344827586206896,0.0
2023-10-01,2023,10,NK,Spirit Airlines,MIA,"Miami, FL: Miami International",604,112,14,0,8240.0,0.18543046357615894,0.023178807947019868
2023-10-01,2023,10,NK,Spirit Airlines,MKE,"Milwaukee, WI: General Mitchell International",60,14,0,0,484.0,0.23333333333333334,0.0
2023-10-01,2023,10,NK,Spirit Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",121,14,1,1,837.0,0.11570247933884298,0.008264462809917356
2023-10-01,2023,10,NK,Spirit Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",374,56,2,1,3927.0,0.1497326203208556,0.0053475935828877
2023-10-01,2023,10,NK,Spirit Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",354,36,6,0,2019.0,0.1016949152542373,0.01694915254237288
2023-10-01,2023,10,NK,Spirit Airlines,OAK,"Oakland, CA: Metro Oakland International",235,45,0,0,1900.0,0.19148936170212766,0.0
2023-10-01,2023,10,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",729,160,21,0,10107.0,0.2194787379972565,0.02880658436213992
2023-10-01,2023,10,NK,Spirit Airlines,ORF,"Norfolk, VA: Norfolk International",61,11,0,1,638.0,0.18032786885245902,0.0
2023-10-01,2023,10,NK,Spirit Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",31,2,3,0,382.0,0.06451612903225806,0.0967741935483871
2023-10-01,2023,10,NK,Spirit Airlines,PDX,"Portland, OR: Portland International",115,23,3,0,1062.0,0.2,0.02608695652173913
2023-10-01,2023,10,NK,Spirit Airlines,PHL,"Philadelphia, PA: Philadelphia International",451,91,4,0,6023.0,0.2017738359201774,0.008869179600886918
2023-10-01,2023,10,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",171,44,3,0,3170.0,0.2573099415204678,0.017543859649122806
2023-10-01,2023,10,NK,Spirit Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",266,59,3,0,3033.0,0.22180451127819548,0.011278195488721804
2023-10-01,2023,10,NK,Spirit Airlines,PNS,"Pensacola, FL: Pensacola International",90,17,0,0,888.0,0.18888888888888888,0.0
2023-10-01,2023,10,NK,Spirit Airlines,PSE,"Ponce, PR: Mercedita",29,5,2,1,263.0,0.1724137931034483,0.06896551724137931
2023-10-01,2023,10,NK,Spirit Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",58,17,0,0,1074.0,0.29310344827586204,0.0
2023-10-01,2023,10,NK,Spirit Airlines,RIC,"Richmond, VA: Richmond International",102,19,0,0,894.0,0.18627450980392157,0.0
2023-10-01,2023,10,NK,Spirit Airlines,RNO,"Reno, NV: Reno/Tahoe International",90,13,0,0,658.0,0.14444444444444443,0.0
2023-10-01,2023,10,NK,Spirit Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",31,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,NK,Spirit Airlines,RSW,"Fort Myers, FL: Southwest Florida International",148,17,10,1,804.0,0.11486486486486487,0.06756756756756757
2023-10-01,2023,10,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",186,34,1,1,2333.0,0.1827956989247312,0.005376344086021506
2023-10-01,2023,10,NK,Spirit Airlines,SAT,"San Antonio, TX: San Antonio International",147,23,2,0,1064.0,0.1564625850340136,0.013605442176870748
2023-10-01,2023,10,NK,Spirit Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",124,27,0,0,1400.0,0.21774193548387097,0.0
2023-10-01,2023,10,NK,Spirit Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",83,11,0,0,1291.0,0.13253012048192772,0.0
2023-10-01,2023,10,NK,Spirit Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",119,27,0,0,1527.0,0.226890756302521,0.0
2023-10-01,2023,10,NK,Spirit Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",415,90,3,0,6151.0,0.21686746987951808,0.007228915662650603
2023-10-01,2023,10,NK,Spirit Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",123,23,0,1,1080.0,0.18699186991869918,0.0
2023-10-01,2023,10,NK,Spirit Airlines,SMF,"Sacramento, CA: Sacramento International",124,37,1,0,1889.0,0.29838709677419356,0.008064516129032258
2023-10-01,2023,10,NK,Spirit Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",102,19,1,0,777.0,0.18627450980392157,0.00980392156862745
2023-10-01,2023,10,NK,Spirit Airlines,STL,"St. Louis, MO: St Louis Lambert International",31,6,0,0,294.0,0.1935483870967742,0.0
2023-10-01,2023,10,NK,Spirit Airlines,STT,"Charlotte Amalie, VI: Cyril E King",67,15,3,0,567.0,0.22388059701492538,0.04477611940298507
2023-10-01,2023,10,NK,Spirit Airlines,STX,"Christiansted, VI: Henry E. Rohlsen",22,5,0,0,180.0,0.22727272727272727,0.0
2023-10-01,2023,10,NK,Spirit Airlines,TPA,"Tampa, FL: Tampa International",530,91,5,3,7233.0,0.17169811320754716,0.009433962264150943
2023-10-01,2023,10,OH,PSA Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",94,16,0,0,688.0,0.1702127659574468,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",91,14,0,0,837.0,0.15384615384615385,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",89,13,0,0,877.0,0.14606741573033707,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",122,19,0,0,1155.0,0.1557377049180328,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",224,27,0,1,1947.0,0.12053571428571429,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,BDL,"Hartford, CT: Bradley International",62,9,0,0,439.0,0.14516129032258066,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,BGR,"Bangor, ME: Bangor International",115,14,0,1,1308.0,0.12173913043478261,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",302,27,2,0,2621.0,0.08940397350993377,0.006622516556291391
2023-10-01,2023,10,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",173,23,0,0,1367.0,0.1329479768786127,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",76,15,1,1,1404.0,0.19736842105263158,0.013157894736842105
2023-10-01,2023,10,OH,PSA Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",99,17,2,0,806.0,0.1717171717171717,0.020202020202020204
2023-10-01,2023,10,OH,PSA Airlines Inc.,BTV,"Burlington, VT: Burlington International",174,22,0,0,625.0,0.12643678160919541,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",27,1,0,0,84.0,0.037037037037037035,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",149,23,0,0,1789.0,0.15436241610738255,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",146,26,0,0,1836.0,0.1780821917808219,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",62,8,0,0,444.0,0.12903225806451613,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",125,10,0,0,488.0,0.08,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",66,8,0,1,491.0,0.12121212121212122,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",134,13,0,0,1467.0,0.09701492537313433,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",4099,521,4,9,46271.0,0.12710417174920713,0.0009758477677482313
2023-10-01,2023,10,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",82,6,0,0,201.0,0.07317073170731707,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",126,20,0,1,1033.0,0.15873015873015872,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",209,34,0,0,2484.0,0.16267942583732056,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",29,1,0,0,89.0,0.034482758620689655,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",315,52,0,0,4363.0,0.16507936507936508,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",3218,436,1,7,35990.0,0.13548788067122436,0.00031075201988812925
2023-10-01,2023,10,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",468,78,11,1,7674.0,0.16666666666666666,0.023504273504273504
2023-10-01,2023,10,OH,PSA Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",66,16,0,0,628.0,0.24242424242424243,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",81,8,0,0,341.0,0.09876543209876543,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",8,1,0,0,65.0,0.125,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",35,7,1,0,1453.0,0.2,0.02857142857142857
2023-10-01,2023,10,OH,PSA Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",4,1,0,0,18.0,0.25,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",34,3,0,0,208.0,0.08823529411764706,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",100,8,0,0,974.0,0.08,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",58,6,0,0,426.0,0.10344827586206896,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",225,26,1,0,1956.0,0.11555555555555555,0.0044444444444444444
2023-10-01,2023,10,OH,PSA Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",320,35,0,0,3506.0,0.109375,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,HPN,"White Plains, NY: Westchester County",256,41,0,4,3233.0,0.16015625,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",196,34,1,1,1597.0,0.17346938775510204,0.00510204081632653
2023-10-01,2023,10,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",112,10,0,0,336.0,0.08928571428571429,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",205,24,2,1,1999.0,0.11707317073170732,0.00975609756097561
2023-10-01,2023,10,OH,PSA Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",61,8,2,0,474.0,0.13114754098360656,0.03278688524590164
2023-10-01,2023,10,OH,PSA Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",62,2,0,1,192.0,0.03225806451612903,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,LAN,"Lansing, MI: Capital Region International",27,8,0,0,625.0,0.2962962962962963,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,LEX,"Lexington, KY: Blue Grass",148,22,0,2,2597.0,0.14864864864864866,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",33,0,1,0,0.0,0.0,0.030303030303030304
2023-10-01,2023,10,OH,PSA Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",5,1,1,0,41.0,0.2,0.2
2023-10-01,2023,10,OH,PSA Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",119,25,0,0,986.0,0.21008403361344538,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",87,11,0,0,344.0,0.12643678160919541,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MEM,"Memphis, TN: Memphis International",26,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",27,4,0,0,200.0,0.14814814814814814,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MHT,"Manchester, NH: Manchester Boston Regional",230,27,0,0,1906.0,0.11739130434782609,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",83,12,0,0,507.0,0.14457831325301204,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne Orlando International",91,7,0,0,351.0,0.07692307692307693,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",97,11,0,0,538.0,0.1134020618556701,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,5,0,0,384.0,0.08064516129032258,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",39,4,0,0,314.0,0.10256410256410256,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",167,11,1,0,641.0,0.0658682634730539,0.005988023952095809
2023-10-01,2023,10,OH,PSA Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",59,5,0,1,347.0,0.0847457627118644,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",4,2,0,0,77.0,0.5,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",322,49,0,1,2662.0,0.15217391304347827,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",707,65,0,0,5199.0,0.09193776520509193,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",61,6,0,0,178.0,0.09836065573770492,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",77,10,0,0,534.0,0.12987012987012986,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",165,43,0,0,2020.0,0.2606060606060606,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",164,18,0,0,1424.0,0.10975609756097561,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",31,3,0,0,72.0,0.0967741935483871,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",4,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",27,2,0,0,49.0,0.07407407407407407,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,RIC,"Richmond, VA: Richmond International",4,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",116,9,0,0,277.0,0.07758620689655173,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",186,26,0,0,1230.0,0.13978494623655913,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,SBN,"South Bend, IN: South Bend International",88,8,0,0,230.0,0.09090909090909091,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",92,15,0,0,865.0,0.16304347826086957,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",84,9,0,0,245.0,0.10714285714285714,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",124,31,1,0,2364.0,0.25,0.008064516129032258
2023-10-01,2023,10,OH,PSA Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",7,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",26,2,0,0,95.0,0.07692307692307693,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",4,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",151,16,0,0,870.0,0.10596026490066225,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",16,1,0,0,19.0,0.0625,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",4,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",278,46,0,0,2341.0,0.16546762589928057,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",37,1,0,0,75.0,0.02702702702702703,0.0
2023-10-01,2023,10,OH,PSA Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",7,0,0,0,0.0,0.0,0.0
2023-10-01,2023,10,OO,SkyWest Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",62,12,0,0,648.0,0.1935483870967742,0.0
2023-10-01,2023,10,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",351,39,0,0,3398.0,0.1111111111111111,0.0
